example_id, text, aspect_term, term_location, class
189_0,Everything[comma] from the soft bread[comma] soggy salad[comma] and 50 minute wait time[comma] with an incredibly rude service to deliver below average food.,bread,26--31,-1
189_1,Everything[comma] from the soft bread[comma] soggy salad[comma] and 50 minute wait time[comma] with an incredibly rude service to deliver below average food.,salad,39--44,-1
189_2,Everything[comma] from the soft bread[comma] soggy salad[comma] and 50 minute wait time[comma] with an incredibly rude service to deliver below average food.,service,95--102,-1
189_3,Everything[comma] from the soft bread[comma] soggy salad[comma] and 50 minute wait time[comma] with an incredibly rude service to deliver below average food.,food,128--132,-1
189_4,Everything[comma] from the soft bread[comma] soggy salad[comma] and 50 minute wait time[comma] with an incredibly rude service to deliver below average food.,wait,60--64,-1
1488_0,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,79--84,1
1488_1,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,4--12,1
2190_0,Downstairs lounge is always a good attraction,Downstairs lounge,0--17,1
2653_0,The menu prices are a bit expensive for what you get in quality and portion size.,menu prices,4--15,-1
2653_1,The menu prices are a bit expensive for what you get in quality and portion size.,quality,56--63,-1
2653_2,The menu prices are a bit expensive for what you get in quality and portion size.,portion size,68--80,-1
2973_0,The food was amazing[comma] and the service was prompt and helpful[comma] but not over-bearing or rushed.,food,4--8,1
2973_1,The food was amazing[comma] and the service was prompt and helpful[comma] but not over-bearing or rushed.,service,30--37,1
365_0,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,food,1--5,0
365_1,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,busboy,25--31,-1
365_2,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,waiter,37--43,-1
365_3,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,cheese,55--61,-1
365_4,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,pasta,78--83,-1
365_5,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,water and wine glasses,89--111,-1
365_6,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,wine,191--195,0
365_7,(food was delivered by a busboy[comma] not waiter) We got no cheese offered for the pasta[comma] our water and wine glasses remained EMPTY our entire meal[comma] when we would have easily spent another $20 on wine.,meal,138--142,0
136_0,The takeout is great too since they give high quality tupperware as well.,takeout,4--11,1
2236_0,The food was not fresh[comma] the sauces were bland and very oily.,food,4--8,-1
2236_1,The food was not fresh[comma] the sauces were bland and very oily.,sauces,28--34,-1
2483_0,Could be pricey without a prix fixe meal.,prix fixe meal,26--40,-1
1096_0,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,58--66,1
1096_1,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,92--103,1
1096_2,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,38--42,1
2366_0,One of us actually liked the expresso - that's it.,expresso,29--37,1
3275_0,Again[comma] the waitress was awesome.,waitress,11--19,1
1591_0,I loved everythig about it-especially the shows and actors.,shows,42--47,1
1591_1,I loved everythig about it-especially the shows and actors.,actors,52--58,1
2240_0,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,4--11,1
2240_1,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,42--46,1
2240_2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,84--93,1
2240_3,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,109--114,0
799_0,The food was just OK[comma] I would never go back.,food,4--8,0
2923_0,Zero ambiance to boot.,ambiance,5--13,-1
2854_0,Scalina Fedeli reminded me why service is so integral to fine dining.,service,31--38,1
2854_1,Scalina Fedeli reminded me why service is so integral to fine dining.,dining,62--68,1
3392_0,i recommend the thai popcorn :),thai popcorn,16--28,1
1844_0,Everything looks great[comma] the drinks[comma] the decor[comma] the food[comma] even the people.,drinks,28--34,1
1844_1,Everything looks great[comma] the drinks[comma] the decor[comma] the food[comma] even the people.,decor,40--45,1
1844_2,Everything looks great[comma] the drinks[comma] the decor[comma] the food[comma] even the people.,food,51--55,1
2859_0,As soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,53--57,-1
2859_1,As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,45--50,0
2431_0,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,4--12,1
2431_1,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,17--23,1
741_0,The tuna and wasabe potatoes are excellent.,tuna,4--8,1
741_1,The tuna and wasabe potatoes are excellent.,wasabe potatoes,13--28,1
775_0,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,32--48,-1
775_1,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,132--148,-1
800_0,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,80--84,1
896_0,Ummm...the beer was cold.,beer,11--15,1
1618_0,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink[comma] on the house.,desserts,13--21,1
1618_1,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink[comma] on the house.,cannoli,42--49,1
1618_2,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink[comma] on the house.,after dinner drink,90--108,1
2254_0,Good crowd[comma] good outdoor seating[comma] with a hip japanese vibe.,outdoor seating,17--32,1
2254_1,Good crowd[comma] good outdoor seating[comma] with a hip japanese vibe.,vibe,54--58,1
1800_0,We asked to be moved (which took half an hour)[comma] and then were seated in a high traffic area in the back[comma] even though the rest of the room was practically empty.,room,133--137,0
1800_1,We asked to be moved (which took half an hour)[comma] and then were seated in a high traffic area in the back[comma] even though the rest of the room was practically empty.,area,87--91,-1
3253_0,Good to find a restaurant where the owners have some imagination and they have actually pulled it off[comma] like in this case.,owners,36--42,1
2411_0,However[comma] their popularity has yet to slow down[comma] and I still find myself drawn to their ambiance and delectable reputation.,ambiance,87--95,1
3139_0,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters[comma] the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,tanks,6--11,-1
3139_1,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters[comma] the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,tanks,122--127,1
3139_2,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters[comma] the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,dim sum,239--246,0
3139_3,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters[comma] the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,brunch,255--261,0
2667_0,The Halibut was too salty[comma] dessert was so so (don't waste any of your calories) and service was poor.,Halibut,4--11,-1
2667_1,The Halibut was too salty[comma] dessert was so so (don't waste any of your calories) and service was poor.,dessert,27--34,0
2667_2,The Halibut was too salty[comma] dessert was so so (don't waste any of your calories) and service was poor.,service,84--91,-1
